"ANIMAL_TYPE","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","HOUSE_NUMBER","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBLEMCODE","REQUESTID","SRX","SRY","STATUS","STREET","WARD"
"Dog","","2023-03-08 12:01:00.373","2023-03-08 12:01:00.373","2023-02-11 13:27:16.0","2900","22","Animal Bite","2023-02-25 13:27:16.0","Animal Bite","1672421","","","CLOSED","MISSOURI AVE","08"
"Dog","","2023-08-14 09:47:00.977","2023-08-14 09:47:00.977","2023-02-14 10:37:31.0","4100","04","Animal Bite","2023-02-28 10:37:31.0","Animal Bite","1673121","","","CLOSED","DAVIS ST","01"
"Unknown or not provided","","2023-03-13 10:49:47.157","2023-03-13 10:49:47.157","2023-02-17 10:16:09.0","2300","21","Animal Bite","2023-03-03 10:16:09.0","Animal Bite","1674264","","","CLOSED","S 11TH ST","08"
"Dog","","2023-03-13 10:52:57.873","2023-03-13 10:52:57.873","2023-02-18 11:08:58.0","6900","09","Animal Bite","2023-03-04 11:08:58.0","Animal Bite","1674483","","","CLOSED","LANSDOWNE AVE","04"
"Dog","","2023-03-13 10:53:13.59","2023-03-13 10:53:13.59","2023-02-18 15:23:41.0","5200","14","Animal Bite","2023-03-04 15:23:41.0","Animal Bite","1674517","","","CLOSED","PARKER AVE","05"
"Cat","","2023-03-03 10:33:41.923","2023-03-03 10:33:41.923","2023-02-21 13:29:23.0","5700","14","Animal Bite","2023-03-07 13:29:23.0","Animal Bite","1675047","","","CLOSED","OLEATHA AVE","05"
"Cat","","2023-03-10 10:16:14.22","2023-03-10 10:16:14.22","2023-02-21 16:33:12.0","3100","16","Animal Bite","2023-03-07 16:33:12.0","Animal Bite","1675146","","","CLOSED","KEOKUK ST","03"
"Dog","","2023-04-11 09:51:02.13","2023-04-11 09:51:02.13","2023-02-24 08:23:40.0","5200","72","Animal Bite","2023-03-10 08:23:40.0","Animal Bite","1676122","","","CLOSED","BEACON AVE","13"
"Dog","2023-02-27 08:37:59.0","","","2023-02-26 11:39:34.0","","82","Animal Bite","2023-03-12 11:39:34.0","Animal Bite","1676672","-10050580.28375460","4671109.51322570","CANCEL","LINDELL BLVD & DEBALIVIERE CIR","10"
"Dog","","2023-06-26 09:13:13.397","2023-06-26 09:13:13.397","2023-02-28 08:25:39.0","2300","21","Animal Bite","2023-03-14 08:25:39.0","Animal Bite","1677360","","","CLOSED","S 10TH ST","08"
"Dog","","2023-06-26 09:13:37.613","2023-06-26 09:13:37.613","2023-02-28 09:20:12.0","5900","76","Animal Bite","2023-03-14 09:20:12.0","Animal Bite","1677400","","","CLOSED","HARNEY AVE","13"
"Dog","","2023-06-26 09:14:25.343","2023-06-26 09:14:25.343","2023-02-28 11:36:19.0","2300","21","Animal Bite","2023-03-14 11:36:19.0","Animal Bite","1677499","","","CLOSED","S 10TH ST","08"
"Dog","","2023-03-22 09:13:13.157","2023-03-22 09:13:13.157","2023-03-01 10:25:23.0","7300","04","Animal Bite","2023-03-15 10:25:23.0","Animal Bite","1677932","","","CLOSED","CORONADO AVE","01"
"Dog","","2023-07-18 11:04:46.03","2023-07-18 11:04:46.03","2023-03-09 15:12:00.0","4600","05","Animal Bite","2023-03-23 15:12:00.0","Animal Bite","1680939","","","CLOSED","VARRELMANN AVE","01"
"Dog","","2023-07-10 09:52:28.76","2023-07-10 09:52:28.76","2023-03-12 16:53:45.0","2800","16","Animal Bite","2023-03-26 16:53:45.0","Animal Bite","1681638","","","CLOSED","OSAGE ST","03"
"Dog","","2023-04-04 09:19:15.68","2023-04-04 09:19:15.68","2023-03-21 13:17:22.0","3100","30","Animal Bite","2023-04-04 13:17:22.0","Animal Bite","1684527","","","CLOSED","IOWA AVE","07"
"Dog","","2023-04-10 09:48:51.04","2023-04-10 09:48:51.04","2023-03-24 16:17:09.0","3600","25","Animal Bite","2023-04-07 16:17:09.0","Animal Bite","1685611","","","CLOSED","MICHIGAN AVE","07"
"Cat","","2023-04-13 14:08:02.613","2023-04-13 14:08:02.613","2023-03-30 10:33:37.0","1300","22","Animal Bite","2023-04-13 10:33:37.0","Animal Bite","1687158","","","CLOSED","UTAH ST","08"
"Dog","","2023-03-31 09:53:20.62","2023-03-31 09:53:20.62","2023-03-30 11:03:10.0","5800","14","Animal Bite","2023-04-13 11:03:10.0","Animal Bite","1687175","","","CLOSED","FYLER AVE","05"
"Dog","","2023-04-03 14:34:14.287","2023-04-03 14:34:14.287","2023-04-03 09:33:55.0","4200","16","Animal Bite","2023-04-17 09:33:55.0","Animal Bite","1688357","","","CLOSED","S COMPTON AVE","03"
"Dog","","2023-04-18 12:28:08.043","2023-04-18 12:28:08.043","2023-04-12 11:50:07.0","5500","72","Animal Bite","2023-04-26 11:50:07.0","Animal Bite","1691956","","","CLOSED","BEACON AVE","13"
"Dog","","2023-04-19 09:18:33.597","2023-04-19 09:18:33.597","2023-04-18 15:53:40.0","5100","51","Animal Bite","2023-05-02 15:53:40.0","Animal Bite","1694161","","","CLOSED","CABANNE AVE","10"
"Dog","","2023-04-25 14:45:05.823","2023-04-25 14:45:05.823","2023-04-20 09:36:32.0","6000","09","Animal Bite","2023-05-04 09:36:32.0","Animal Bite","1694736","","","CLOSED","MARQUETTE AVE","04"
"Dog","","2024-02-27 13:00:07.973","2024-02-27 13:00:07.973","2023-04-24 09:10:17.0","4400","05","Animal Bite","2023-05-08 09:10:17.0","Animal Bite","1695897","","","CLOSED","ITASKA DR","02"
"Dog","","2023-05-17 16:42:28.413","2023-05-17 16:42:28.413","2023-04-24 09:22:24.0","1800","56","Animal Bite","2023-05-08 09:22:24.0","Animal Bite","1695904","","","CLOSED","CORA AVE","12"
"Dog","","2023-06-26 11:26:03.137","2023-06-26 11:26:03.137","2023-04-25 16:26:40.0","4400","05","Animal Bite","2023-05-09 16:26:40.0","Animal Bite","1696611","","","CLOSED","ITASKA DR","02"
"Dog","","2023-07-13 15:16:55.407","2023-07-13 15:16:55.407","2023-04-26 16:06:44.0","4300","15","Animal Bite","2023-05-10 16:06:44.0","Animal Bite","1697032","","","CLOSED","BECK AVE","06"
"Dog","","","2024-02-02 00:00:00.0","2023-04-27 10:24:18.0","4400","56","Animal Bite","2023-05-11 10:24:18.0","Animal Bite","1697206","","","Closed","ASHLAND AVE","12"
"Cat","","2023-05-08 09:58:00.453","2023-05-08 09:58:00.453","2023-04-27 16:46:42.0","1200","41","Animal Bite","2023-05-11 16:46:42.0","Animal Bite","1697406","","","CLOSED","MACKLIND AVE","04"
"Dog","","2023-05-04 09:09:41.353","2023-05-04 09:09:41.353","2023-05-01 15:30:06.0","5300","40","Animal Bite","2023-05-15 15:30:06.0","Animal Bite","1698533","","","CLOSED","MANCHESTER AVE","09"
"Dog","","2023-06-26 11:21:36.82","2023-06-26 11:21:36.82","2023-05-04 13:24:07.0","6900","08","Animal Bite","2023-05-18 13:24:07.0","Animal Bite","1699869","","","CLOSED","CHIPPEWA ST","02"
"Dog","","2023-08-01 09:15:17.763","2023-08-01 09:15:17.763","2023-05-08 11:40:42.0","4600","69","Animal Bite","2023-05-22 11:40:42.0","Animal Bite","1700972","","","CLOSED","FARLIN AVE","11"
"Dog","","2023-05-19 14:54:29.603","2023-05-19 14:54:29.603","2023-05-08 16:13:55.0","5300","07","Animal Bite","2023-05-22 16:13:55.0","Animal Bite","1701171","","","CLOSED","BANCROFT AVE","05"
"Dog","","","2024-02-02 00:00:00.0","2023-05-10 16:42:23.0","5900","73","Animal Bite","2023-05-24 16:42:23.0","Animal Bite","1702139","","","Closed","DRURY LN","13"
"Dog","","2023-05-23 12:48:34.457","2023-05-23 12:48:34.457","2023-05-14 09:45:29.0","4200","16","Animal Bite","2023-05-28 09:45:29.0","Animal Bite","1703073","","","CLOSED","DEWEY AVE","03"
"Cat","","2023-05-22 11:40:11.447","2023-05-22 11:40:11.447","2023-05-15 08:50:22.0","3600","03","Animal Bite","2023-05-29 08:50:22.0","Animal Bite","1703230","","","CLOSED","FILLMORE ST","01"
"Dog","","2023-08-15 08:38:00.0","2023-08-15 08:41:03.953","2023-05-15 09:58:21.0","6700","08","Animal Bite","2023-05-29 09:58:21.0","Animal Bite","1703295","","","CLOSED","WESTWAY RD","02"
"Dog","","2023-05-17 10:31:15.58","2023-05-17 10:31:15.58","2023-05-17 10:29:21.0","4400","16","Animal Bite","2023-05-31 10:29:21.0","Animal Bite","1704246","","","CLOSED","S 37TH ST","03"
"Dog","","","2024-02-02 00:00:00.0","2023-05-18 13:03:51.0","2600","57","Animal Bite","2023-06-01 13:03:51.0","Animal Bite","1704876","","","Closed","N SARAH ST","12"
"Cat","","2023-06-28 10:51:48.333","2023-06-28 10:51:48.333","2023-05-22 09:10:04.0","2700","17","Animal Bite","2023-06-05 09:10:04.0","Animal Bite","1705976","","","CLOSED","TEXAS AVE","08"
"Dog","","2023-06-22 11:08:40.623","2023-06-22 11:08:40.623","2023-05-22 10:01:05.0","6900","44","Animal Bite","2023-06-05 10:01:05.0","Animal Bite","1706033","","","CLOSED","W PARK AVE","04"
"Dog","","2023-06-26 09:33:07.657","2023-06-26 09:33:07.657","2023-05-23 19:40:30.0","3900","16","Animal Bite","2023-06-06 19:40:30.0","Animal Bite","1706884","","","CLOSED","MINNESOTA AVE","03"
"Dog","","2023-07-26 11:12:07.74","2023-07-26 11:12:07.74","2023-05-24 10:34:01.0","3800","37","Animal Bite","2023-06-07 10:34:01.0","Animal Bite","1707062","","","CLOSED","FOREST PARK AVE","11"
"Dog","","2023-07-10 09:38:47.023","2023-07-10 09:38:47.023","2023-05-24 16:33:13.0","","18","Animal Bite","2023-06-07 16:33:13.0","Animal Bite","1707393","-10043848.25484640","4662010.06342610","CLOSED","OSAGE ST & MISSOURI AVE","08"
"Dog","","2023-06-05 11:47:46.567","2023-06-05 11:47:46.567","2023-05-25 13:09:54.0","3900","15","Animal Bite","2023-06-08 13:09:54.0","Animal Bite","1707750","","","CLOSED","THOLOZAN AVE","06"
"Dog","","","2024-02-02 00:00:00.0","2023-05-25 13:51:29.0","5400","71","Animal Bite","2023-06-08 13:51:29.0","Animal Bite","1707792","","","Closed","GERALDINE AVE","12"
"Dog","","2024-02-20 10:36:22.243","2024-02-20 10:36:22.243","2023-05-28 11:19:15.0","1800","61","Animal Bite","2023-06-11 11:19:15.0","Animal Bite","1708416","","","CLOSED","COLE ST","14"
"Dog","","2023-06-13 10:23:54.71","2023-06-13 10:23:54.71","2023-05-30 13:00:17.0","4600","69","Animal Bite","2023-06-13 13:00:17.0","Animal Bite","1708909","","","CLOSED","SHIRLEY PL","12"
"Dog","","2023-07-18 11:11:37.227","2023-07-18 11:11:37.227","2023-05-30 13:25:49.0","7800","01","Animal Bite","2023-06-13 13:25:49.0","Animal Bite","1708929","","","CLOSED","BANDERO DR","01"
"Cat","","2023-06-16 09:26:22.163","2023-06-16 09:26:22.163","2023-05-30 16:18:50.0","3200","30","Animal Bite","2023-06-13 16:18:50.0","Animal Bite","1709087","","","CLOSED","CHEROKEE ST","07"
"Dog","","2023-10-09 09:23:13.653","2023-10-09 09:23:13.653","2023-05-30 16:36:46.0","5600","06","Animal Bite","2023-06-13 16:36:46.0","Animal Bite","1709101","","","CLOSED","MILENTZ AVE","02"
"Dog","","2023-08-01 09:13:45.543","2023-08-01 09:13:45.543","2023-05-31 13:26:42.0","2600","59","Animal Bite","2023-06-14 13:26:42.0","Animal Bite","1709513","","","CLOSED","FALL AVE","11"
"Dog","","2023-06-20 09:44:29.52","2023-06-20 09:44:29.52","2023-06-01 16:44:11.0","1200","41","Animal Bite","2023-06-15 16:44:11.0","Animal Bite","1710228","","","CLOSED","MACKLIND AVE","04"
"Dog","","2023-12-18 16:51:17.147","2023-12-18 16:51:17.147","2023-06-05 11:05:31.0","3900","05","Animal Bite","2023-06-19 11:05:31.0","Animal Bite","1711190","","","CLOSED","SCHILLER PL","01"
"Dog","","","2024-02-02 00:00:00.0","2023-06-06 00:33:54.0","4800","69","Animal Bite","2023-06-20 00:33:54.0","Animal Bite","1711694","","","Closed","BESSIE AVE","12"
"Dog","","2023-07-10 09:50:10.32","2023-07-10 09:50:10.32","2023-06-07 15:40:03.0","1500","65","Animal Bite","2023-06-21 15:40:03.0","Animal Bite","1712672","","","CLOSED","DESTREHAN ST","14"
"Dog","","","2024-02-02 00:00:00.0","2023-06-09 15:53:30.0","4300","69","Animal Bite","2023-06-23 15:53:30.0","Animal Bite","1713895","","","Closed","SHREVE AVE","12"
"Dog","","2023-07-13 14:27:08.237","2023-07-13 14:27:08.237","2023-06-12 18:55:34.0","4600","69","Animal Bite","2023-06-26 18:55:34.0","Animal Bite","1714916","","","CLOSED","FARLIN AVE","11"
"Dog","","2023-06-29 12:08:37.523","2023-06-29 12:08:37.523","2023-06-13 08:37:53.0","2000","43","Animal Bite","2023-06-27 08:37:53.0","Animal Bite","1715021","","","CLOSED","KRAFT ST","04"
"Wildlife","","2023-12-12 14:08:16.377","2023-12-12 14:08:16.377","2023-06-15 08:23:49.0","3400","15","Animal Bite","2023-06-29 08:23:49.0","Animal Bite","1716047","","","CLOSED","S SPRING AVE","06"
"Dog","","2023-07-13 10:34:51.827","2023-07-13 10:34:51.827","2023-06-15 08:40:02.0","1000","41","Animal Bite","2023-06-29 08:40:02.0","Animal Bite","1716054","","","CLOSED","E HIGHLANDS PLAZA DR","04"
"Cat","","2023-09-25 16:42:20.47","2023-09-25 16:42:20.47","2023-06-16 12:07:03.0","5200","14","Animal Bite","2023-06-30 12:07:03.0","Animal Bite","1716720","","","CLOSED","PARKER AVE","05"
"Dog","","2023-09-28 16:39:00.403","2023-09-28 16:39:00.403","2023-06-27 15:52:33.0","3400","19","Animal Bite","2023-07-11 15:52:33.0","Animal Bite","1721007","","","CLOSED","OHIO AVE","07"
"Dog","","2023-07-26 10:59:59.75","2023-07-26 10:59:59.75","2023-07-05 08:26:10.0","3800","16","Animal Bite","2023-07-19 08:26:10.0","Animal Bite","1724075","","","CLOSED","OHIO AVE","03"
"Dog","","","2024-02-02 00:00:00.0","2023-07-05 11:18:44.0","3100","56","Animal Bite","2023-07-19 11:18:44.0","Animal Bite","1724258","","","Closed","WHITTIER ST","12"
"Cat","","2023-07-13 13:41:39.13","2023-07-13 13:41:39.13","2023-07-05 13:09:09.0","4100","04","Animal Bite","2023-07-19 13:09:09.0","Animal Bite","1724380","","","CLOSED","ALMA AVE","01"
"Cat","","2023-07-13 13:43:58.47","2023-07-13 13:43:58.47","2023-07-05 13:13:12.0","3600","03","Animal Bite","2023-07-19 13:13:12.0","Animal Bite","1724381","","","CLOSED","BELLERIVE BLVD","01"
"Dog","","2023-08-18 09:19:38.797","2023-08-18 09:19:38.797","2023-07-05 13:34:23.0","6500","09","Animal Bite","2023-07-19 13:34:23.0","Animal Bite","1724404","","","CLOSED","ARSENAL ST","04"
"Dog","","2023-08-17 09:46:24.47","2023-08-17 09:46:24.47","2023-07-06 08:12:09.0","6400","11","Animal Bite","2023-07-20 08:12:09.0","Animal Bite","1724721","","","CLOSED","HOFFMAN AVE","04"
"Dog","","2023-08-30 11:42:57.55","2023-08-30 11:42:57.55","2023-07-06 09:24:33.0","4200","27","Animal Bite","2023-07-20 09:24:33.0","Animal Bite","1724821","","","CLOSED","FLAD AVE","06"
"Dog","","","2024-02-02 00:00:00.0","2023-07-10 10:31:41.0","5000","71","Animal Bite","2023-07-24 10:31:41.0","Animal Bite","1726407","","","Closed","THEKLA AVE","12"
"Dog","","2023-10-10 10:10:18.987","2023-10-10 10:10:18.987","2023-07-10 12:19:41.0","5200","52","Animal Bite","2023-07-24 12:19:41.0","Animal Bite","1726568","","","CLOSED","ST LOUIS AVE","12"
"Dog","","","2024-02-02 00:00:00.0","2023-07-13 11:42:10.0","9100","74","Animal Bite","2023-07-27 11:42:10.0","Animal Bite","1728469","","","Closed","FREDERICK ST","13"
"Cat","","","2024-02-02 00:00:00.0","2023-07-16 16:23:06.0","4900","14","Animal Bite","2023-07-30 16:23:06.0","Animal Bite","1729544","","","Closed","CONNECTICUT AVE","05"
"Dog","","2024-02-27 13:21:26.817","2024-02-27 13:21:26.817","2023-07-17 14:27:19.0","4200","27","Animal Bite","2023-07-31 14:27:19.0","Animal Bite","1730072","","","CLOSED","CLEVELAND AVE","06"
"Cat","","2024-02-27 13:22:08.803","2024-02-27 13:22:08.803","2023-07-18 12:26:36.0","2100","27","Animal Bite","2023-08-01 12:26:36.0","Animal Bite","1730588","","","CLOSED","LAWRENCE ST","06"
"Dog","","","2024-02-02 00:00:00.0","2023-07-20 08:55:11.0","5900","78","Animal Bite","2023-08-03 08:55:11.0","Animal Bite","1731546","","","Closed","PAGE BLVD","13"
"Dog","","2023-08-10 16:33:23.57","2023-08-10 16:33:23.57","2023-07-24 09:08:37.0","1200","41","Animal Bite","2023-08-07 09:08:37.0","Animal Bite","1732818","","","CLOSED","MACKLIND AVE","04"
"Dog","","2023-10-09 10:11:15.353","2023-10-09 10:11:15.353","2023-07-24 09:20:25.0","8500","74","Animal Bite","2023-08-07 09:20:25.0","Animal Bite","1732831","","","CLOSED","CHURCH RD","13"
"Dog","","","2024-02-02 00:00:00.0","2023-07-24 15:53:53.0","5300","78","Animal Bite","2023-08-07 15:53:53.0","Animal Bite","1733198","","","Closed","E DR MARTIN LUTHER KING","13"
"Dog","","2023-09-25 16:40:44.0","2023-09-29 10:19:28.163","2023-07-25 16:42:54.0","3400","25","Animal Bite","2023-08-08 16:42:54.0","Animal Bite","1733712","","","CLOSED","SIDNEY ST","07"
"Cat","","2023-08-10 16:11:20.38","2023-08-10 16:11:20.38","2023-07-26 16:50:53.0","1200","41","Animal Bite","2023-08-09 16:50:53.0","Animal Bite","1734200","","","CLOSED","MACKLIND AVE","04"
"Cat","","2023-09-11 10:04:03.127","2023-09-11 10:04:03.127","2023-08-01 08:15:31.0","3300","09","Animal Bite","2023-08-15 08:15:31.0","Animal Bite","1736347","","","CLOSED","LEOLA AVE","04"
"Cat","","","2024-02-02 00:00:00.0","2023-08-02 11:41:08.0","1300","78","Animal Bite","2023-08-16 11:41:08.0","Animal Bite","1737069","","","Closed","GRANVILLE PL","13"
"Dog","","2023-08-04 11:35:06.0","2023-08-04 11:35:06.43","2023-08-03 13:54:27.0","3100","25","Animal Bite","2023-08-17 13:54:27.0","Animal Bite","1737709","","","CLOSED","S COMPTON AVE","07"
"Cat","","2023-09-12 13:26:20.837","2023-09-12 13:26:20.837","2023-08-07 09:02:36.0","1900","26","Animal Bite","2023-08-21 09:02:36.0","Animal Bite","1738727","","","CLOSED","COMPTON HILL PL","06"
"Dog","","2024-01-26 08:21:36.477","2024-01-26 08:21:36.477","2023-08-07 10:38:46.0","5000","16","Animal Bite","2023-08-21 10:38:46.0","Animal Bite","1738840","","","CLOSED","ALASKA AVE","03"
"Dog","","2023-08-15 09:22:38.61","2023-08-15 09:22:38.61","2023-08-08 10:21:51.0","4300","05","Animal Bite","2023-08-22 10:21:51.0","Animal Bite","1739403","","","CLOSED","GERTRUDE AVE","01"
"Dog","","","2024-02-02 00:00:00.0","2023-08-08 15:59:37.0","","70","Animal Bite","2023-08-22 15:59:37.0","Animal Bite","1739657","-10048730.23288720","4676616.45371070","Closed","NATURAL BRIDGE AVE & SIEMERS LN","13"
"Cat","","2023-08-10 16:25:16.507","2023-08-10 16:25:16.507","2023-08-09 12:23:27.0","1200","41","Animal Bite","2023-08-23 12:23:27.0","Animal Bite","1739970","","","CLOSED","MACKLIND AVE","04"
"Dog","","2023-09-11 09:51:51.1","2023-09-11 09:51:51.1","2023-08-11 11:40:15.0","5800","07","Animal Bite","2023-08-25 11:40:15.0","Animal Bite","1740872","","","CLOSED","SUTHERLAND AVE","05"
"Dog","","2023-08-16 08:49:36.1","2023-08-16 08:49:36.1","2023-08-13 10:07:24.0","3900","15","Animal Bite","2023-08-27 10:07:24.0","Animal Bite","1741374","","","CLOSED","OLEATHA AVE","06"
"Dog","","2023-08-15 08:21:37.503","2023-08-15 08:21:37.503","2023-08-14 08:46:00.0","6400","11","Animal Bite","2023-08-28 08:46:00.0","Animal Bite","1741544","","","CLOSED","MARMADUKE AVE","04"
"Dog","","2023-08-29 09:27:02.42","2023-08-29 09:27:02.42","2023-08-14 15:15:31.0","5400","03","Animal Bite","2023-08-28 15:15:31.0","Animal Bite","1741949","","","CLOSED","S GRAND AVE","01"
"Dog","","","2024-02-02 00:00:00.0","2023-08-17 15:55:09.0","5200","52","Animal Bite","2023-08-31 15:55:09.0","Animal Bite","1743795","","","Closed","WABADA AVE","12"
"Dog","","2023-09-07 16:54:23.887","2023-09-07 16:54:23.887","2023-08-23 09:19:03.0","3100","30","Animal Bite","2023-09-06 09:19:03.0","Animal Bite","1745839","","","CLOSED","CALIFORNIA AVE","07"
"Dog","","2024-01-26 08:19:56.71","2024-01-26 08:19:56.71","2023-08-29 13:17:26.0","5000","72","Animal Bite","2023-09-12 13:17:26.0","Animal Bite","1748375","","","CLOSED","PLOVER AVE","13"
"Dog","","2024-02-27 13:23:55.333","2024-02-27 13:23:55.333","2023-08-30 10:05:03.0","","06","Animal Bite","2023-09-13 10:05:03.0","Animal Bite","1748729","-10049797.47600000","4661826.09700000","CLOSED","S KINGSHIGHWAY BLVD & EICHELBERGER ST","05"
"Dog","","2023-09-12 13:33:47.313","2023-09-12 13:33:47.313","2023-09-05 12:27:19.0","5600","14","Animal Bite","2023-09-19 12:27:19.0","Animal Bite","1750319","","","CLOSED","POTOMAC ST","05"
"Cat","","2023-09-19 09:21:14.01","2023-09-19 09:21:14.01","2023-09-06 09:50:43.0","1200","41","Animal Bite","2023-09-20 09:50:43.0","Animal Bite","1750676","","","CLOSED","MACKLIND AVE","04"
"Unknown or not provided","","2023-09-14 09:22:56.167","2023-09-14 09:22:56.167","2023-09-11 09:52:53.0","1200","41","Animal Bite","2023-09-25 09:52:53.0","Animal Bite","1752350","","","CLOSED","MACKLIND AVE","04"
"Cat","","2023-09-20 08:38:15.73","2023-09-20 08:38:15.73","2023-09-14 16:51:39.0","800","48","Animal Bite","2023-09-28 16:51:39.0","Animal Bite","1753934","","","CLOSED","CLARA AVE","10"
"Dog","","2023-09-15 14:39:17.0","2023-09-29 08:55:32.34","2023-09-15 13:41:56.0","5300","12","Animal Bite","2023-09-29 13:41:56.0","Animal Bite","1754216","","","CLOSED","NORTHRUP AVE","05"
"Dog","","","2024-02-02 00:00:00.0","2023-09-18 11:26:11.0","5200","52","Animal Bite","2023-10-02 11:26:11.0","Animal Bite","1754670","","","Closed","ST LOUIS AVE","12"
"Dog","","2024-03-04 10:15:43.42","2024-03-04 10:15:43.42","2023-09-21 09:56:43.0","0","38","Animal Bite","2023-10-05 09:56:43.0","Animal Bite","1755940","","","CLOSED","N NEWSTEAD AVE","09"
"Dog","","2024-03-12 16:22:21.667","2024-03-12 16:22:21.667","2023-09-26 10:23:38.0","4300","16","Animal Bite","2023-10-10 10:23:38.0","Animal Bite","1757227","","","CLOSED","GRACE AVE","03"
"Dog","","2023-12-12 08:58:13.22","2023-12-12 08:58:13.22","2023-09-27 09:10:37.0","5800","46","Animal Bite","2023-10-11 09:10:37.0","Animal Bite","1757607","","","CLOSED","PERSHING AVE","10"
"Dog","","","2024-02-02 00:00:00.0","2023-09-27 11:54:05.0","4900","38","Animal Bite","2023-10-11 11:54:05.0","Animal Bite","1757713","","","Closed","LACLEDE AVE","09"
"Dog","","2023-10-09 10:10:26.27","2023-10-09 10:10:26.27","2023-09-28 08:55:16.0","5900","46","Animal Bite","2023-10-12 08:55:16.0","Animal Bite","1757955","","","CLOSED","WATERMAN AVE","10"
"Dog","","2023-10-10 09:58:10.17","2023-10-10 09:58:10.17","2023-09-28 09:12:34.0","4400","15","Animal Bite","2023-10-12 09:12:34.0","Animal Bite","1757970","","","CLOSED","ARSENAL ST","06"
"Dog","","2024-01-17 12:04:36.547","2024-01-17 12:04:36.547","2023-09-30 14:52:39.0","1500","73","Animal Bite","2023-10-14 14:52:39.0","Animal Bite","1758443","","","CLOSED","SELLS AVE","13"
"Dog","","2024-04-11 14:18:11.227","2024-04-11 14:18:11.227","2023-10-02 07:45:55.0","3200","14","Animal Bite","2023-10-16 07:45:55.0","Animal Bite","1758502","","","CLOSED","JASPER PK","05"
"Dog","","2024-01-17 12:04:04.373","2024-01-17 12:04:04.373","2023-10-02 08:51:43.0","4200","68","Animal Bite","2023-10-16 08:51:43.0","Animal Bite","1758545","","","CLOSED","SAN FRANCISCO AVE","11"
"Cat","","2023-12-18 11:08:02.087","2023-12-18 11:08:02.087","2023-10-04 08:39:53.0","4000","27","Animal Bite","2023-10-18 08:39:53.0","Animal Bite","1759514","","","CLOSED","RUSSELL AVE","06"
"Dog","","2023-10-17 11:32:02.34","2023-10-17 11:32:02.34","2023-10-05 11:39:28.0","3200","30","Animal Bite","2023-10-19 11:39:28.0","Animal Bite","1760046","","","CLOSED","CALIFORNIA AVE","07"
"Dog","","2024-01-02 10:53:46.277","2024-01-02 10:53:46.277","2023-10-10 07:34:22.0","1000","44","Animal Bite","2023-10-24 07:34:22.0","Animal Bite","1761167","","","CLOSED","MCCAUSLAND AVE","04"
"Dog","","2024-02-27 12:49:39.297","2024-02-27 12:49:39.297","2023-10-11 19:28:21.0","6000","48","Animal Bite","2023-10-25 19:28:21.0","Animal Bite","1761940","","","CLOSED","ENRIGHT AVE","10"
"Dog","","2024-04-14 16:21:48.897","2024-04-14 16:21:48.897","2023-10-12 12:03:36.0","2100","12","Animal Bite","2023-10-26 12:03:36.0","Animal Bite","1762124","","","CLOSED","BOARDMAN ST APT 211","05"
"Dog","","","2024-02-02 00:00:00.0","2023-10-16 08:59:29.0","800","74","Animal Bite","2023-10-30 08:59:29.0","Animal Bite","1762993","","","Closed","ELIAS AVE","13"
"Dog","","2023-10-30 12:20:13.76","2023-10-30 12:20:13.76","2023-10-16 09:57:08.0","1200","41","Animal Bite","2023-10-30 09:57:08.0","Animal Bite","1763049","","","CLOSED","MACKLIND AVE","04"
"Dog","","2024-03-20 16:43:22.36","2024-03-20 16:43:22.36","2023-10-16 14:44:24.0","3500","15","Animal Bite","2023-10-30 14:44:24.0","Animal Bite","1763255","","","CLOSED","GILES AVE","06"
"Cat","","2023-11-07 16:19:43.86","2023-11-07 16:19:43.86","2023-10-23 11:59:05.0","1200","41","Animal Bite","2023-11-06 11:59:05.0","Animal Bite","1765352","","","CLOSED","MACKLIND AVE","04"
"Dog","","","2024-02-02 00:00:00.0","2023-10-25 09:28:56.0","300","38","Animal Bite","2023-11-08 09:28:56.0","Animal Bite","1766126","","","Closed","N TAYLOR AVE","09"
"Dog","","2024-05-06 11:03:21.197","2024-05-06 11:03:21.197","2023-10-25 11:43:49.0","2300","36","Animal Bite","2023-11-08 11:43:49.0","Animal Bite","1766247","","","CLOSED","PINE ST","14"
"Dog","","2023-12-19 11:23:03.803","2023-12-19 11:23:03.803","2023-10-27 08:44:19.0","4700","16","Animal Bite","2023-11-10 08:44:19.0","Animal Bite","1766859","","","CLOSED","ALASKA AVE","03"
"Wildlife","","2023-12-28 11:04:53.19","2023-12-28 11:04:53.19","2023-10-31 11:29:15.0","1200","48","Animal Bite","2023-11-14 11:29:15.0","Animal Bite","1767846","","","CLOSED","OAKLEY PL","10"
"Cat","","2023-11-07 16:02:17.73","2023-11-07 16:02:17.73","2023-10-31 13:30:14.0","1200","41","Animal Bite","2023-11-14 13:30:14.0","Animal Bite","1767922","","","CLOSED","MACKLIND AVE","04"
"Dog","","2023-12-18 11:58:12.567","2023-12-18 11:58:12.567","2023-11-02 12:32:29.0","3400","15","Animal Bite","2023-11-16 12:32:29.0","Animal Bite","1768554","","","CLOSED","GILES AVE","06"
